business_name,zip,address_clean,city_clean,state_clean,cluster_id,link_score,source_file
FOCUS 4 DESIGN LLC,80205,3881 STEELE ST,DENVER,CO,62,0.8455561,1
UNITED SPORTING GOODS WHOLESALE INC.,80223,2645 S SANTA FE DR,DENVER,CO,63,0.84519297,1
DGB LLC,80221,7100 BROADWAY,DENVER,CO,153,0.77864957,1
IL PORCELLINO WHOLESALE,80212,4324 W 41 ST AVE,DENVER,CO,134,0.789442,1
COLORADO HEALTY FOOD INC,80206,2702 E 3 RD AVE,DENVER,CO,313,0.636586,1
DENVER ART GALLERIES INC.,80206,3019 E 2 ND AVE,DENVER,CO,196,0.7463714,1
LIFE AI LLC,80205,2840 BLAKE ST 521,DENVER,CO,264,0.6792661,1
R&R WINDOW SERVICE LLC,80216,4770 FOX ST,DENVER,CO,6,0.9089958,1
"ABC CUSTOM IRON & LOCKSMITH, INC.",80204,550 SANTA FE DR,DENVER,CO,104,0.8111116,1
STRANGE BREWING COMPANY LLC,80204,1330 ZUNI ST,DENVER,CO,17,0.8902671,1
"OHIO SENIOR HOUSING PROPERTIES, LLC DBA FIRELANDS RETIREMENT",80214,6201 W 26 TH AVE,DENVER,CO,254,0.69521314,1
AMERICAN INDUSTRIAL AND CONSTRUCTION SUPPLY INC,80216,975 E 58 TH AVE,DENVER,CO,343,0.62032545,1
"LIL'S EMBROIDERY & SILKSCREENING, INC.",80229,800 E 73 RD AVE 18,DENVER,CO,38,0.8641069,1
IZAJULE LLC,80202,600 17 TH ST,DENVER,CO,25,0.8727322,1
"DA VINCI DESIGNS, INC.",80223,1264 S JASON ST,DENVER,CO,24,0.8746134,1
PRIME BREWING COMPANY,80214,6733 W COLFAX AVE,DENVER,CO,174,0.7640051,1
"AAAA SPECIALTIES, INC.",80202,3030 HURON ST,DENVER,CO,40,0.8631309,1
"MURPHY CONSTRUCTION COMPANY, LLC",80229,7270 GILPIN WAY,DENVER,CO,151,0.7791007,1
SINCERELY YOURS,80206,3113 E 3 RD AVE STE 206,DENVER,CO,225,0.7226405,1
DIRECT POLYMERS LLC,80216,3601 E 44 TH AVE,DENVER,CO,87,0.82201564,1
R & M SALES CO INC,80219,2737 W 2 ND AVE,DENVER,CO,53,0.8533467,1
R & R LANDSCAPE MANAGEMENT CO INC.,80231,8200 E PACIFIC PL,DENVER,CO,72,0.8334386,1
SOUP 4 HIM LLC,80202,1550 CT PL,DENVER,CO,69,0.8341283,1
COLORADO DIGITAL HEALTH,80216,3513 BRIGHTON BLVD STE 484,DENVER,CO,311,0.6398476,1
GENGHIS KERN INC,80211,2626 W 32 ND AVE,DENVER,CO,50,0.8570959,1
"LAW OFFICE OF MARK A. GOULD, P.C.",80203,1665 GRANT ST,DENVER,CO,337,0.6233495,1
AK SALES & ASSOCIATES LTD,80002,4935 ALLISON ST,DENVER,CO,74,0.8319655,1
"B & R SCREEN GRAPHICS, INC.",80204,1045 W 8 TH AVE,DENVER,CO,84,0.8239972,1
CARDIOVASCULAR INNOVATIONS FOUNDATION,80206,44 COOK ST,DENVER,CO,61,0.8463312,1
VULCAN ENGINEERING LLC,80216,6660 E 47 TH AVE DR,DENVER,CO,146,0.78114927,1
JESSIKA F AERNI INSURANCE AGENCY INC,80211,2530 W 38 TH AVE,DENVER,CO,235,0.7130702,1
HARRELSON LLC,80221,5650 LOWELL BLVD UNIT C,DENVER,CO,332,0.62627375,1
"CUSTOM EMBROIDERY SERVICES, INC.",80219,2620 2 ND AVE W,DENVER,CO,273,0.67373836,1
SPECTRA TONE INC,80223,145 W ALAMEDA AVE,DENVER,CO,286,0.6670652,1
"PAIA, INC",80202,1225 17 TH ST,DENVER,CO,111,0.8057545,1
PAN'S CORPORATION,80204,990 W 6 TH AVE UNIT 3,DENVER,CO,187,0.7557712,1
FRANKS HEATING LLC DBA AIR FLOW HEATING,80216,321 W 45 TH AVE,DENVER,CO,101,0.812113,1
KIN WOODCRAFT LLC,80216,3505 E 41 ST AVE,DENVER,CO,180,0.7603791,1
KREMER INC,80205,1875 E 27 TH AVE,DENVER,CO,58,0.8494979,1
MELINDA CROSS COMMUNICATIONS,80204,909 BANNOCK ST,DENVER,CO,170,0.7678254,1
"PUBLIC REALTY COMPANY, INC.",80205,2501 BRUCE RANDOLPH AVE,DENVER,CO,79,0.827701,1
M TRENZ INC,80219,1012 S FEDERAL BLVD,DENVER,CO,293,0.6549688,1
SHOMPTON LLC,80204,621 KALAMATH ST,DENVER,CO,347,0.6167047,1
ORIENTAL RUG AND CARPET CLINIC,80216,5090 ACOMA ST,DENVER,CO,33,0.8675951,1
QAISAR M KHAN PLLC,80202,891 14 TH ST UNIT 3002,DENVER,CO,301,0.64655894,1
ERIC DUNCAN,80218,1551 N OGDEN ST,DENVER,CO,267,0.67692506,1
AS HARROP LLC,80216,3513 BRIGHTON BLVD,DENVER,CO,312,0.63862365,1
GUSTAVO GRODNITZKY PLLC,80202,1551 LARIMER ST 2103,DENVER,CO,204,0.73926145,1
"THE LAW OFFICES OF STEVEN J. PISANI, LLC",80202,600 17 TH ST,DENVER,CO,21,0.87639844,1
"JESSICA ZALKIN GROUP, INC",80246,4340 E KENTUCKY AVE STE 319,DENVER,CO,353,0.60849684,1
"COGNITIVE BEHAVIOR THERAPY ASSOCIATES OF DENVER, LLC",80246,600 S CHERRY ST,DENVER,CO,27,0.87163895,1
BONACQUISTI WINE COMPANY,80211,4640 PECOS ST UNIT I,DENVER,CO,356,0.60550785,1
"ALT ETHOS, LTD",80219,2505 W 2 ND AVE,DENVER,CO,242,0.70666987,1
"DW HARABURDA, LLC",80203,1665 GRANT ST,DENVER,CO,239,0.7089495,1
HAIR BY DANNI,80206,250 STEELE ST 212,DENVER,CO,328,0.6284508,1
"ILONA, INC.",80206,3201 E 2 ND AVE STE 300,DENVER,CO,48,0.85806906,1
PLESS LAW FIRM LLC,80206,250 FILLMORE ST,DENVER,CO,321,0.63156277,1
"ANCIENT INDUSTRIES, INC.",80223,185 S SANTA FE DR,DENVER,CO,253,0.69685155,1
T & H MANUFACTURING LLC,80219,581 S FEDERAL BLVD,DENVER,CO,283,0.6687842,1
"PARTY LIFE RENTS, LLC",80239,4880 IRONTON ST,DENVER,CO,302,0.646496,1
"QRUNCH FOODS, LLC",80216,5140 RACE CT 3,DENVER,CO,145,0.78293496,1
"ESPLANADE CONSULTING, LLC",80211,2921 W 38 TH AVE 343,DENVER,CO,56,0.8517248,1
LONE STAR VINO DENVER LLC,80202,1660 CHAMPA ST,DENVER,CO,252,0.69722825,1
ALIGHT,80209,225 S BROADWAY,DENVER,CO,129,0.7916019,1
"RIPPLE AFFECT, LLC",80211,4000 LIPAN ST,DENVER,CO,320,0.63200986,1
APH,80223,1177 S HURON ST,DENVER,CO,59,0.8490316,1
MERAKI MOON,80205,3070 BLAKE ST,DENVER,CO,167,0.77146256,1
LO GROUP,80206,1111 RACE ST,DENVER,CO,34,0.8662253,1
"REBUILDING TOGETHER METRO DENVER, INC.",80211,2839 W 44 TH AVE,DENVER,CO,161,0.7744778,1
"REVEL AND BLOOM, LLC",80204,821 SANTA FE DR,DENVER,CO,188,0.7550833,1
LAW OFFICE OF CASSANDRA M. KIRSCH LLC,80202,600 17 TH ST,DENVER,CO,212,0.73079896,1
CHRISTOPHER OLSON,80211,3181 W 36 TH AVE,DENVER,CO,258,0.6900739,1
STRANGER DESIGNS LLC,80202,2900 INCA ST 8,DENVER,CO,345,0.6179146,1
HARMS DISTRIBUTION AND DELIVERY LLC,80209,303 S BROADWAY 200 212,DENVER,CO,186,0.75606173,1
MEX HASS INC,80216,4770 FRST ST,DENVER,CO,148,0.7799803,1
EPD CONCRETE LLC,80219,2573 W WESLEY AVE,DENVER,CO,270,0.6743132,1
ZOE WHITEHORN,80205,2714 BLAKE ST,DENVER,CO,266,0.6769387,1
CAPITAL CITY PUBLIC RELATIONS,80206,3840 E 2 ND AVE,DENVER,CO,344,0.6186542,1
"BLUE LINDEN WEDDINGS & EVENTS, LLC",80211,2501 15 TH ST UNIT 1 B,DENVER,CO,128,0.7921538,1
MARTINA ESPARZA,80211,2932 W 38 TH AVE,DENVER,CO,203,0.73970133,1
DEFENESTRATE,80206,1627 VINE ST,DENVER,CO,14,0.8970897,1
TASTE LIFE NUTRITION LLC,80211,2100 W 47 TH AVE,DENVER,CO,329,0.6282459,1
LAWRENCE & LARIMER LLC,80206,3225 E COLFAX AVE,DENVER,CO,189,0.75385153,1
TAMMY FRANKLIN,80212,5335 W 48 TH AVE,DENVER,CO,325,0.62854683,1
JOY SHANK,80211,4177 IRVING ST,DENVER,CO,326,0.62854534,1
BTW ENTERPRISES INC,80211,2921 W 38 TH AVE 335,DENVER,CO,86,0.82244235,1
808 ENTERPRISES INC,80209,303 S BROADWAY 200 603,DENVER,CO,289,0.66368145,1
PC TRUCK REPAIR,80229,6535 YORK ST,DENVER,CO,23,0.875675,1
CAINS CREATIVE CAKES LLC,80219,194 S FEDERAL BLVD,DENVER,CO,346,0.61739004,1
NEOCOM PROMO LLC,80206,1633 FILLMORE ST,DENVER,CO,115,0.8044395,1
TYLER MAUN,80219,940 S BRYANT ST,DENVER,CO,349,0.6110866,1
RUSCHMEYER CORPORATION,80202,999 18 TH ST,DENVER,CO,121,0.79888076,1
BRIAN HUNTER,80216,4150 FOX ST,DENVER,CO,0,0.9464162,1
MARK J CARROLL,80216,4320 FOX ST,DENVER,CO,95,0.81513566,1
MAC ACQUISITION LLC,80202,1855 BLAKE ST,DENVER,CO,110,0.80593044,1
"READY FOODS, INC.",80204,2645 W 7 TH AVE,DENVER,CO,138,0.787041,1
"PHM BRANDS, LLC",80202,730 17 TH ST STE 600,DENVER,CO,132,0.7899334,1
EATON METAL PRODUCTS CO.,80216,4800 YORK ST,DENVER,CO,43,0.86115783,1
"NEW MARKETING CONCEPTS, INC.",80216,5330 FOX ST,DENVER,CO,13,0.898832,1
"ACME MANUFACTURING COMPANY, INC.",80216,4661 MONACO ST,DENVER,CO,214,0.7305607,1
THE DENVER WHOLESALE FLORISTS COMPANY,80216,4800 DAHLIA ST,DENVER,CO,172,0.76680255,1
"23, LTD.",80290,1700 BROADWAY,DENVER,CO,123,0.79750216,1
SEATTLE FISH COMPANY,80216,6211 E 42 ND AVE,DENVER,CO,67,0.8394786,1
"BRON TAPES HOLDING, INC.",80223,875 W ELLSWORTH AVE,DENVER,CO,309,0.6421338,1
FAMILY RESTAURANTS INC,80204,2706 W COLFAX AVE,DENVER,CO,323,0.6308904,1
"ROTH PROPERTY MAINTENANCE, LLC",80223,1190 S CHEROKEE ST UNIT 1,DENVER,CO,307,0.6448574,1
"BOYS AND GIRLS CLUBS OF METRO DENVER, INC.",80204,2017 W 9 TH AVE,DENVER,CO,355,0.6077356,1
"PATTLEN ENTERPRISES, INC",80216,4700 HOLLY ST,DENVER,CO,261,0.6860386,1
HARROW SPORTS,80223,600 W BAYAUD AVE,DENVER,CO,240,0.7074209,1
"ZIMMERMAN METALS, INC.",80216,201 E 58 TH AVE,DENVER,CO,120,0.7990769,1
UNITED STATES WELDING INC,80223,600 S SANTA FE DR,DENVER,CO,210,0.73212534,1
"GATES AND SONS, INC.",80223,90 S FOX ST,DENVER,CO,11,0.89902216,1
98-99 LLC,80206,2500 E 1 ST AVE,DENVER,CO,107,0.80799407,1
NEVER SUMMER INDUSTRIES,80207,3838 EUDORA WAY,DENVER,CO,295,0.6528002,1
NU STYLE LANDSCAPE & DEVELOPMENT LLC,80204,646 BRYANT ST,DENVER,CO,324,0.62981373,1
EMPIRE STAPLE CO,80216,200 E 55 TH AVE,DENVER,CO,234,0.7141767,1
"J. K. CONCEPTS, INC.",80216,3333 E 52 ND AVE,DENVER,CO,65,0.84224355,1
BREKHUS TILE & STONE INC,80223,860 S JASON ST,DENVER,CO,57,0.85111815,1
TURING SCHOOL OF SOFTWARE & DESIGN,80202,1331 17 TH ST,DENVER,CO,41,0.861925,1
"INTEGRITY FIRE SAFETY SERVICES, LLC",80219,2695 W 3 RD AVE,DENVER,CO,130,0.7915723,1
"INFINICEPT, INC.",80204,543 SANTA FE DR,DENVER,CO,96,0.81473863,1
CAUSEY DEMGEN & MOORE PC,80202,1099 18 TH ST,DENVER,CO,248,0.6992554,1
UNITED CONSTRUCTION PRODUCTS INC,80204,701 OSAGE ST,DENVER,CO,89,0.8198291,1
MOA,80202,414 14 TH ST,DENVER,CO,350,0.6109765,1
"TOOLS FOR BENDING, INC.",80223,194 W DAKOTA AVE,DENVER,CO,219,0.72683156,1
GENESEE WESTER INC,80234,1250 W 124 TH AVE,DENVER,CO,176,0.76256305,1
TEXAS FIREPLACE EXPRESS LLC,80205,3827 STEELE ST,DENVER,CO,213,0.73056984,1
"SPRINGER & STEINBERG, P.C.",80202,1600 BROADWAY,DENVER,CO,243,0.7050503,1
"SUSHI RAMA, LLC",80205,2660 WALNUT ST,DENVER,CO,205,0.73742455,1
"DENVER SYRUP & BAR SUPPLY, INC.",80216,353 W 56 TH AVE,DENVER,CO,93,0.81623816,1
SEADOG SPORTS CONSULTANTS CORPORATION,80204,621 KALAMATH ST,DENVER,CO,275,0.6733086,1
A AND K APPLIANCE SERVICE INC,80216,5051 E 50 TH AVE,DENVER,CO,133,0.78990275,1
MONARCH METAL MANUFACTURING,80216,550 W 53 RD PL,DENVER,CO,77,0.8278817,1
WORLD WATERS HOLDINGS LLC,80205,3370 WALNUT ST,DENVER,CO,287,0.6660962,1
RIO REAL ESTATE LLC,80223,200 LIPAN,DENVER,CO,246,0.7009654,1
SEG SECURITY LLC,80223,358 S NAVAJO ST,DENVER,CO,193,0.75174934,1
"WEBSTER ASSOCIATES, INC.",80223,2665 S SANTA FE DR,DENVER,CO,55,0.8526372,1
BAN ELECTRIC SERVICES INC,80221,7000 BROADWAY ST,DENVER,CO,200,0.7418701,1
GND SALES,80216,4600 GRAPE ST,DENVER,CO,76,0.8294053,1
"DESIGN WORKS BY DAVE AND MIKE, INC",80205,3869 STEELE ST,DENVER,CO,342,0.6216829,1
"STILLMAN WHOLESALE MEAT CO, INC.",80216,620 E 52 ND AVE,DENVER,CO,159,0.77525777,1
"AIA INDUSTRIES, LLC",80216,290 E 56 TH AVE,DENVER,CO,215,0.72925955,1
"GOLDEN WEST PLUMBING, HEATING & AIR CONDITIONING INC.",80216,4217 DELAWARE ST,DENVER,CO,357,0.6039199,1
TECHNICRAFT MANUFACTURING INC,80223,901 S JASON ST,DENVER,CO,39,0.86386937,1
"FRONTIER DRYWALL SUPPLY, LLC",80216,4700 DAHLIA ST,DENVER,CO,306,0.6449364,1
"DECORATIVE MATERIALS INTERNATIONAL, LTD",80209,595 S BROADWAY,DENVER,CO,160,0.77459645,1
"COPELAND ENTERPRISES, INC. DBA COPELAND PRECAST, INC.",80223,904 S LIPAN ST,DENVER,CO,45,0.8592273,1
"CT LIGHTING AND CONTROLS - CO/WY, INC.",80223,1210 S JASON ST,DENVER,CO,85,0.82341605,1
FREIGHTMASTERS INC DBA REP MASTERS,80229,1400 E 69 TH AVE,DENVER,CO,192,0.75220466,1
ALFRED MANUFACTURING INC.,80216,4398 ELATI ST,DENVER,CO,156,0.77686155,1
MOUNT SOPRIS INSTRUMENT COMPANY,80216,4975 E 41 ST AVE,DENVER,CO,112,0.8053612,1
EDGE HOSPITALITY,80216,200 W 48 TH AVE,DENVER,CO,298,0.6504235,1
"EAGLE ELECTRIC CO. OF LITTLETON, INC.",80219,2505 2 ND AVE W,DENVER,CO,217,0.72857445,1
MANUFACTURER'S EDGE,80205,2650 E 40 TH AVE,DENVER,CO,83,0.82483315,1
"COVERED INSURANCE SOLUTIONS, INC.",80204,1391 SPEER BLVD 850,DENVER,CO,265,0.67725587,1
"PS OF DENVER, INC.",80223,730 S JASON ST UNIT 18,DENVER,CO,16,0.893352,1
"BUSICK INSULATED GLASS, INC.",80204,585 OSAGE ST,DENVER,CO,202,0.7404006,1
WAZEE TAP HOUSE LLC,80202,1600 15 TH ST,DENVER,CO,140,0.7863439,1
"COBITCO, INC.",80216,5301 BANNOCK ST,DENVER,CO,308,0.64239424,1
SLEEPING GIANT BREWING COMPANY LLC,80204,2500 W 5 TH AVE,DENVER,CO,135,0.7894129,1
DENVER RECOVERY GROUP LLC,80206,2822 E COLFAX AVE,DENVER,CO,262,0.6847693,1
"LITTLE PIG, LLC",80211,3316 TEJON ST 102,DENVER,CO,177,0.76218617,1
PIVOT ADJUSTERS LLC,80209,40 S BROADWAY,DENVER,CO,354,0.60820436,1
"JOOST INDUSTRIAL, INC",80239,5500 JOLIET ST,DENVER,CO,183,0.7578685,1
FROZEN INC.,80216,4004 GRAPE ST,DENVER,CO,165,0.7717355,1
BIERSTADT LAGERHAUS,80205,2875 BLAKE ST,DENVER,CO,169,0.7707861,1
"YELLOWDOG PRINTING AND GRAPHICS, INC",80205,3881 STEELE ST,DENVER,CO,181,0.7589011,1
"PALMETTO ENVIRONMENTAL GROUP, LLC",80216,4995 YORK ST,DENVER,CO,334,0.6251292,1
"COLORADO JEWELRY & WATCH REPAIR, INC.",80206,3000 E 1 ST AVE,DENVER,CO,122,0.79841244,1
QUAL ELECTRONICS CORPORATION,80211,1011 W 45 TH AVE,DENVER,CO,73,0.8330557,1
THE HOLT GROUP LLC,80202,1675 BROADWAY STE 2100,DENVER,CO,208,0.73438025,1
ROBINSON DISS AND CLOWDUS PC,80209,3200 CHERRY CRK S DR,DENVER,CO,182,0.7579059,1
"5 LOGISTICS, LTD",80216,6750 E 46 TH AVE DR,DENVER,CO,158,0.77584696,1
ACTALL CORPORATION,80205,2017 CURTIS ST,DENVER,CO,178,0.76194364,1
"DEN DELI & SEAFOOD MARKET, LLC",80210,1501 S PEARL ST,DENVER,CO,98,0.8140981,1
"MARRICK INDUSTRIES, LLC",80229,800 E 64 TH AVE,DENVER,CO,272,0.67418754,1
DENVER PLASTIC SURGERY ASSOCIATES LLC,80220,4600 HALE PKWY,DENVER,CO,35,0.8657441,1
THE GROWHAUS,80216,4751 YORK ST,DENVER,CO,333,0.62610614,1
AMEN PACKAGING INC,80216,5285 FOX ST,DENVER,CO,8,0.90608144,1
NEW IMAGE LEASING INC,80223,1390 W EVANS AVE 2 A,DENVER,CO,232,0.7175203,1
THE INFINITE MONKEY THEOREM,80205,3200 LARIMER ST,DENVER,CO,288,0.66502386,1
"JEMSU, LLC",80246,720 S COLORADO BLVD 105 A,DENVER,CO,141,0.7856343,1
5280 FLOORS LLC,80219,2505 W 2 ND AVE,DENVER,CO,163,0.7737301,1
"INNOVATIONS MANUFACTURING, INC.",80216,4555 GRAPE ST,DENVER,CO,66,0.84198725,1
SILVER BULLET CONSULTING LLC,80246,501 S CHERRY ST STE 1100,DENVER,CO,49,0.8579921,1
KULA CORP,80214,5208 W 26 TH AVE,EDGEWATER,CO,46,0.85821545,1
CARI INC,80110,2810 S RARITAN ST,ENGLEWOOD,CO,271,0.6742891,1
BLUE CHIP SERVICES LLC,80110,3935 S KALAMATH ST,ENGLEWOOD,CO,341,0.6219152,1
DODD MANUFACTURING,80110,3999 S MARIPOSA ST,ENGLEWOOD,CO,175,0.7628886,1
FRONT RANGE STONE INC,80110,2195 S RARITAN ST,ENGLEWOOD,CO,294,0.6533779,1
JBJ ACQUISITION CO,80110,4091 S ELIOT ST,ENGLEWOOD,CO,9,0.905078,1
IPAX INC,80110,2700 S RARITAN ST,ENGLEWOOD,CO,179,0.76138,1
AMERICAN STAINLESS STEEL CORPORATION,80110,1600 W YALE AVE,ENGLEWOOD,CO,137,0.7875294,1
"COLORADO LIMITED, INC.",80110,2622 S ZUNI ST,ENGLEWOOD,CO,64,0.8450227,1
DBS INC.,80110,3195 S ZUNI ST,ENGLEWOOD,CO,1,0.93180263,1
"RYLIND MANUFACTURING, INC.",80401,2801 YOUNGFIELD ST STE 250,GOLDEN,CO,300,0.64886385,1
CONAL MANUFACTURING,80401,516 VIOLET ST,GOLDEN,CO,195,0.746651,1
"PROPAGATE LAB, LLC",80401,15700 W 6 TH AVE,GOLDEN,CO,191,0.7526964,1
DANRO LLC,80640,8777 BRIGHTON RD,HENDERSON,CO,211,0.7309873,1
COLORADO ART RESTORATION SERVICES LLC,80215,9780 W COLFAX AVE,LAKEWOOD,CO,241,0.70741516,1
"DR RICHARD E WINNICK DBA DR. RICHARD E. WINNICK, O.D. &AMP;",80226,7151 W ALASKA DR,LAKEWOOD,CO,70,0.8335863,1
"MULTILIFT, INC.",80228,12410 W CEDAR DR,LAKEWOOD,CO,60,0.8471855,1
"INDUSTRIAL COOLING SOLUTIONS, INC.",80214,1457 AMMONS ST,LAKEWOOD,CO,78,0.8278459,1
THE REMOTE START GUYS LLC,80215,9680 W COLFAX AVE,LAKEWOOD,CO,91,0.8175232,1
MILE HIGH LANDSCAPING LLC,80214,1125 DEPEW CT,LAKEWOOD,CO,81,0.8260743,1
"AAA BUILDING MAINTENANCE, LLC",80214,6006 W 16 TH AVE,LAKEWOOD,CO,15,0.89529437,1
757 LLC,80214,7355 W COLFAX AVE,LAKEWOOD,CO,268,0.6762275,1
BROCKER LLC,80214,7225 W 9 TH AVE,LAKEWOOD,CO,327,0.62852865,1
PANADERIA RODRIGUEZ,80226,6201 W ALAMEDA AVE,LAKEWOOD,CO,316,0.6355364,1
FRONTIER BOLT INC,80214,7070 W 16 TH AVE,LAKEWOOD,CO,125,0.7938785,1
ACCENT FENCE AND DESIGN LLC.,80214,1150 HARLAN,LAKEWOOD,CO,228,0.7187221,1
THIS,80214,7055 W 16 TH AVE,LAKEWOOD,CO,5,0.91075015,1
VAPOR SLIDE INC.,80232,1230 S REED ST,LAKEWOOD,CO,108,0.80755925,1
CROSSFIT LAKEWOOD LLC,80214,7175 W 16 TH AVE,LAKEWOOD,CO,305,0.6450638,1
"ACTION BEVERAGE, LLC",80214,5815 W 6 TH AVE UNIT 2 B,LAKEWOOD,CO,31,0.8682442,1
RAE MINEAR,80226,1075 S YUKON ST,LAKEWOOD,CO,20,0.87958807,1
SUCCESS AND COMMUNICATION LLC,80226,7475 W 5 TH AVE 312,LAKEWOOD,CO,339,0.62256247,1
BLACK SHEEP AUDIO CO PBC,80214,747 SHERIDAN BLVD,LAKEWOOD,CO,201,0.7410929,1
GIANNIS REPAIR CENTER,80226,6001 W ALAMEDA AVE,LAKEWOOD,CO,310,0.6403515,1
"ELECTRO-MECHANICAL PRODUCTS, INC.",80401,897 TABOR ST,LAKEWOOD,CO,166,0.7716756,1
THE LAKEWOOD BRICK AND TILE COMPANY,80214,1325 JAY ST,LAKEWOOD,CO,12,0.8990179,1
BOKER USA INC,80214,1550 BALSAM ST,LAKEWOOD,CO,118,0.8035181,1
"KEY DISTRIBUTED PRODUCTS INTERNATIONAL, INC.",80226,969 S KIPLING PKWY,LAKEWOOD,CO,315,0.63633007,1
CEREHEALTH CORP,80120,991 SOUTHPARK DR STE 200,LITTLETON,CO,136,0.7878596,1
BANDIMERE AUTO PERFORMANCE CENTER INC,80465,3051 S ROONEY RD,MORRISON,CO,336,0.62350154,1
"BANKS SCHOOL SUPPLY, INC.",80233,11080 IRMA DR,NORTHGLENN,CO,105,0.81076086,1
HUNTCO LLC,80030,3300 W 71 ST AVE,WESTMINSTER,CO,4,0.9188736,1
COLORADO SADDLERY LLC,80030,3300 W 71 ST AVE,WESTMINSTER,CO,44,0.86037374,1
ASPEN ELECTRONICS MANUFACTURING INC,80031,8975 MARSHALL CT UNIT 100,WESTMINSTER,CO,335,0.6238849,1
WHEAT RIDGE POULTRY &AMP; MEATS,80214,5650 W 29 TH AVE,WHEAT RIDGE,CO,209,0.73234856,1
"SPECTRUM, INC.",80033,6065 W 48 TH AVE,WHEAT RIDGE,CO,139,0.78703666,1
FEASTER REALTY LLC,80212,5800 W 38 TH AVE,WHEAT RIDGE,CO,348,0.6150346,1
JACLYN WINN & ASSOCIATES LLC,80033,6990 W 38 TH AVE 200,WHEAT RIDGE,CO,351,0.6102978,1
"INDEPENDENT LIVING SOLUTIONS, INC.",80033,6225 W 48 TH AVE,WHEAT RIDGE,CO,227,0.71875787,1
ANDREW CLEMENTS,80214,2700 N LAMAR ST,WHEAT RIDGE,CO,245,0.7046228,1
TIM MCCARN,80033,6500 W 44 TH AVE,WHEAT RIDGE,CO,274,0.67348117,1
NEREL CORP,80033,7085 W 38 TH AVE,WHEAT RIDGE,CO,359,0.6003135,1
"JB7, LLC",80033,6990 W 38 TH AVE,WHEAT RIDGE,CO,237,0.71240485,1
GARAGEPRO OF COLORADO LLC,80033,9500 W 49 TH AVE,WHEAT RIDGE,CO,197,0.74502873,1
"LIQUIDYNE PROCESS TECHNOLOGIES, INC.",80033,11925 I RD N,WHEAT RIDGE,CO,18,0.88660544,1
